0,1999,Galerie Félix Marcilhac Paris,8 Rue Bonaparte; 75006 Paris; France,48.8569936,2.3348754
1,2005,Joyce Wein New York,Upper East Side; New York; NY 10011; USA,40.7772583995923,-73.9547031314544
2,2007,Michael Rosenfeld Gallery New York,100 11th Ave; New York; NY 10011; USA,40.7461585,-74.0078203
3,2007,MFA Date January,465 Huntington Ave; Boston; MA 02115; USA,42.339381,-71.094048
